DOC_R765_read.txt	?	horaginc	va	?	0
DOC_R765_read.txt	0	oiatgolo	nakalest	ta	1.1
DOC_R765_read.txt	2?	akoznias	cusmiisu	?	0
DOC_R765_read.txt	220	ettyükde	valosagr	le	0.8
DOC_R765_read.txt	220	tekonomi	iöknehez	at	0.5
DOC_R765_read.txt	210	ustriara	vaidahog	ta	0.3
DOC_R765_read.txt	200	emtökili	terbe	te	0.0
DOC_R765_read.txt	200	gyszeraz	Erdélyig	(null)	1.4
DOC_R765_read.txt	2	egrehely	tenemp	e	0.1
DOC_R765_read.txt	240	rökdolga	valamely	(null)	0.4
DOC_R765_read.txt	220	ökerezet	szomed	i	0.4
DOC_R765_read.txt	110	ünkdeami	ttapaszt	ta	0.3
DOC_R765_read.txt	3??	tbanolly	elesenki	?	0
DOC_R765_read.txt	3	tamelysz	esenleh	er	2.8
DOC_R765_read.txt	7	amelysz	esenlehe	er	2.8
DOC_R765_read.txt	110	abulalla	dobbansi	mi	1.5
DOC_R765_read.txt	?25	adkerdez	atiBassa	?	0
DOC_R765_read.txt	2	tassalia	sallomTö	ta	0.3
DOC_R765_read.txt	270	tünkneki	hakünket	ti	0.5
DOC_R765_read.txt	160	ünkamidö	elöfordu	gy	0.8
DOC_R765_read.txt	5	lyenseki	bbantyat	ö	0.0
DOC_R765_read.txt	9?	evenkene	nekdeham	?	0
DOC_R765_read.txt	2?	atossaga	lbekelly	?	0
DOC_R784_read.txt	??3	hogyezso	ranemish	?	0
DOC_R784_read.txt	1	emzetnek	emhaszn	el	0.4
DOC_R784_read.txt	0	mzetnek	emhaszna	el	0.4
DOC_R784_read.txt	4	tamnagod	ksietseg	na	2.8
DOC_R784_read.txt	4	amnagod	ksietseg	na	3.0
DOC_R793_read.txt	5	amegazab	naismell	an	0.7
DOC_R793_read.txt	2	igazodot	tkinekad	ta	0.4
DOC_R793_read.txt	1	meiereab	oratorme	az	0.3
DOC_R793_read.txt	1	ösothaab	Rom:Csás	ra	0.6
DOC_R793_read.txt	8	:Császak	naisval	al	0.7
DOC_R793_read.txt	1	ászak	naisvala	al	0.9
DOC_R793_read.txt	1	ontöoesz	ratusokc	e	1.4
DOC_R793_read.txt	5	rmaltoab	totasaaz	ra	0.4
DOC_R794_read.txt	200	gyoniste	inpagpa·	m	0.5
DOC_R794_read.txt	1	biutalta	mivelug	la	2.0
DOC_R794_read.txt	9	iutalta	mivelugy	la	2.0
DOC_R794_read.txt	7	znahidrt	ishogyam	at	0.4
DOC_R794_read.txt	8	tülelbuc	zvanest	ta	0.0
DOC_R794_read.txt	5	ülelbuc	zvanestv	ta	0.0
DOC_R794_read.txt	1	mrerumhu	horical	te	0.8
DOC_R794_read.txt	0	mrerumhu	horicali	te	0.7
DOC_R795_read.txt	3	maztöso·	saksz·ol	ni	1.4
DOC_R795_read.txt	2	penz··se	ninczenk	ge	0.6
DOC_R795_read.txt	6	tsePoson	curalsüm	is	1.2
DOC_R795_read.txt	?165	derünk·n	keletlen	?	0
DOC_R795_read.txt	?	tazkapun	tökelOct	?	0
DOC_R795_read.txt	200	amden·ti	·iaüisme	ö	0.0
DOC_R795_read.txt	5	melyetsl	·iBas	ar	0.6
DOC_R795_read.txt	3	elyetsl	·iBassan	ar	0.1
DOC_R795_read.txt	2	··onazna	ehd·azVe	na	0.3
DOC_R795_read.txt	??139	callyaaz	otazmell	?	0
DOC_R795_read.txt	3	ezehetho	elestnea	gy	2.5
DOC_R795_read.txt	61?	szaia·sa	bahogyaz	?	0
DOC_R795_read.txt	290	holillik	ngyamegh	me	0.7
DOC_R795_read.txt	200	nimagu··	katisazg	n	2.7
DOC_R796_read.txt	9	talatort	dificilc	an	0.2
DOC_R796_read.txt	260	kkitisaz	gaprinci	öl	0.0
DOC_R796_read.txt	3	ilavetek	beiövet	et	0.2
DOC_R796_read.txt	1	lavetek	beiövete	et	0.2
DOC_R796_read.txt	200	gytkreme	segissov	te	0.2
DOC_R796_read.txt	114?	·czurzal	kiovomna	?	0
DOC_R805_read.txt	1?94	gafölden	rancsolv	?	0
DOC_R805_read.txt	207?	zagrulor	kmeg	?	0
DOC_R805_read.txt	2?74	ulor	kmegy	?	0
DOC_R805_read.txt	52?	kmegy	azvegbel	?	0
DOC_R805_read.txt	1?0?0?	fleioval	levelere	?	0
DOC_R823_read.txt	17?06		nkrtugal	?	0
DOC_R823_read.txt	2	ugalli		(null)	0.8
DOC_R823_read.txt	6	li	l[41	(null)	87.8
DOC_R823_read.txt	7	800]	[418	üz	0.0
DOC_R823_read.txt	51/5?	bantract	aFejedel	?	0
DOC_R823_read.txt	29/0?4	deilmesp	position	?	0
DOC_R823_read.txt	?4	iralylen	isetsicv	?	0
DOC_R823_read.txt	8?	casueces	snemmind	?	0
DOC_R823_read.txt	9?6	elleneör	östörven	?	0
DOC_R823_read.txt	5?2	omelvtuc	eraprude	?	0
DOC_R823_read.txt	8?63	tainlvan	raFenyPo	?	0
DOC_R823_read.txt	171?	aturalis	lcseklev	?	0
DOC_R823_read.txt	2	Tömösvar	miertaze	ta	0.2
DOC_R823_read.txt	201?2	tusirtna	goglevel	?	0
{'clear numeral / garbled (not a cipher group)': 120, 'slip marked ?': 41, 'open (margin<3)': 87, 'resolved (margin>=3)': 2} total 250
